Customer_ID,Call_Failure,Complains,Subscription_Length,Charge_Amount,Seconds_of_use,Frequency_of_use,Frequency_of_SMS,Distinct_Called_Numbers,Age_Group,Tariff_Plan,Status,Customer_Value,Churn
10812,18,0,NA,0,NA,NA,9,15,2,1,2,71.595,1
15101,8,1,34,0,5513,NA,19,22,2,1,1,337.725,1
19901,0,0,32,NA,2535,16,NA,12,3,1,1,102.04,0
16707,4,0,34,0,1963,38,27,29,3,1,NA,188.04,1
19002,0,1,34,0,0,0,0,0,3,1,2,0,1
14050,0,0,34,0,1363,19,0,4,3,1,1,55.28,0
12925,0,0,31,0,6480,91,7,20,4,1,1,181.775,0
15224,0,0,34,0,323,1,2,2,4,1,2,13.1,1
16350,NA,0,34,0,0,0,0,0,5,1,1,0,0
10950,20,0,29,2,15770,232,0,78,2,1,1,720.09,0
11500,1,0,32,2,6660,110,264,31,2,2,1,1492.65,0
16414,NA,0,34,0,3413,76,0,26,2,1,1,157.005,0
14804,0,0,33,0,1360,38,31,NA,3,1,2,179.92,0
19190,1,0,NA,0,NA,47,168,21,2,1,1,869.49,0
18807,0,1,25,0,NA,30,186,NA,2,2,1,883.8,1
10052,0,0,24,NA,1263,NA,23,66,4,1,1,89.9,0
11916,6,0,25,NA,NA,NA,3,5,2,1,2,NA,0
18945,0,0,24,0,520,4,14,1,4,1,2,48.1,0
10341,5,0,23,0,920,26,12,NA,2,1,1,96.57,0
10154,0,0,23,0,2920,55,1,21,3,NA,1,123,0
12019,0,0,NA,0,NA,20,21,12,2,1,1,157.95,0
16058,11,0,15,0,6088,135,78,NA,1,2,1,771.265,0
16907,7,0,13,0,8628,NA,66,38,4,1,1,384.825,0
11247,3,0,14,2,2548,39,24,17,3,1,1,199.48,0
12475,0,0,7,0,4085,34,208,8,3,1,1,996.76,0
13167,0,1,7,0,1183,13,0,5,2,1,2,53.82,1
12303,0,0,NA,0,73,2,5,4,2,1,1,25.875,0
10325,8,0,37,0,NA,57,NA,24,2,1,1,1708.425,0
10356,8,0,38,0,3953,63,0,NA,1,1,1,220.88,0
17653,1,0,38,0,2148,55,0,33,1,1,1,121.165,0
19089,9,0,38,1,3530,79,30,28,3,1,1,264.36,0
15812,NA,0,38,0,NA,36,283,18,3,1,1,1218.04,0
16391,11,0,37,2,NA,118,142,43,3,1,1,927.52,0
13523,5,0,38,0,13528,166,0,44,3,1,1,547.76,0
10905,5,0,38,NA,4270,80,NA,25,3,1,1,174,0
12414,4,0,NA,0,5673,92,5,12,2,1,1,281.925,0
10992,NA,0,38,3,14895,222,NA,32,3,1,1,812.68,0
16349,2,0,38,NA,2850,NA,481,8,3,1,1,2038.96,0
16169,7,0,37,0,15240,179,148,30,2,1,1,1359.855,0
10327,1,0,37,1,6255,83,184,26,3,1,1,989.52,0
17052,0,0,NA,0,630,11,NA,11,2,1,1,28.845,0
18897,0,0,38,0,465,11,NA,8,2,1,1,70.92,0
15706,0,0,37,0,0,0,0,NA,2,1,1,0,1
12559,1,0,37,0,7263,124,382,43,2,1,1,2051.415,0
18594,5,0,37,NA,11220,151,9,47,3,1,1,490.84,0
10102,6,0,37,1,6473,72,106,37,2,1,1,771.525,0
17060,21,1,33,NA,710,44,14,17,2,1,1,96.93,1
11918,19,0,36,8,10190,90,0,42,4,1,1,NA,0
17100,11,1,36,1,5573,95,24,24,2,1,1,363.06,1
19442,7,0,35,0,2745,38,NA,16,3,1,1,139.32,1
12649,7,1,NA,0,2023,41,32,31,3,1,1,210.56,1
18549,0,0,36,0,0,0,0,0,3,1,1,0,1
15998,1,0,33,1,6540,94,NA,22,4,1,1,195.85,0
17330,0,0,36,0,NA,4,7,4,4,1,1,27.175,1
19939,0,0,36,1,93,1,2,2,5,1,1,4.41,0
17577,23,0,31,3,NA,235,0,80,2,1,1,722.925,0
11079,4,0,34,3,6720,113,NA,33,2,2,1,1517.985,0
11255,0,0,36,0,3473,79,0,28,2,1,1,159.84,0
16153,NA,0,35,0,1420,41,36,20,3,1,1,202.44,0
14274,4,0,36,0,2535,50,NA,NA,2,1,1,894.825,0
19108,2,1,27,1,1070,33,191,11,2,2,1,909.135,0
12590,0,0,26,NA,580,7,NA,3,4,1,1,62.175,0
19114,NA,0,25,0,980,NA,17,13,2,1,1,121.905,0
10777,0,0,25,0,2980,58,6,23,3,NA,1,145.52,0
11597,0,0,18,0,1450,23,26,14,2,1,1,183.285,0
14656,14,1,17,1,6148,NA,83,42,1,2,1,802.23,0
13225,NA,0,15,0,8688,168,71,40,4,1,1,398.9,0
19952,6,0,16,3,2608,42,NA,19,3,1,1,222,0
17640,0,0,9,1,NA,37,213,10,3,1,1,1019.28,0
18367,0,0,34,0,4005,62,0,NA,2,1,1,183.015,0
16256,2,0,33,0,2088,51,NA,20,2,1,1,1657.755,0
15825,2,0,34,0,3833,57,0,31,2,1,1,175.05,0
12537,0,0,NA,NA,2028,49,0,29,1,1,1,114.235,0
18174,3,0,34,0,3410,73,20,24,2,1,1,246.735,0
14463,0,0,34,0,1995,30,273,14,3,1,1,1173,0
11841,0,0,34,0,13408,160,0,40,3,1,1,542.72,0
11557,0,0,34,0,NA,NA,0,21,3,1,1,168.96,0
14030,0,0,34,0,5553,86,0,8,2,1,1,253.755,0
11931,1,0,NA,NA,1873,NA,0,13,3,1,2,76.72,0
18992,17,0,NA,1,NA,NA,42,28,2,1,1,863.595,0
17805,0,0,34,0,2730,18,471,4,3,1,1,1993.92,0
17875,1,0,NA,0,NA,NA,138,26,2,1,1,1309.185,0
10901,0,0,33,0,6135,77,174,22,3,1,1,944.48,0
11907,0,0,33,NA,NA,5,0,NA,2,1,2,23.175,0
10930,0,0,NA,0,0,0,NA,0,2,1,2,0,1
14697,0,0,NA,0,7143,NA,372,39,2,1,1,2000.745,0
18078,0,0,33,NA,11100,145,0,43,3,1,1,449.8,0
16149,0,0,33,0,6353,66,96,33,2,1,1,720.855,0
13060,15,0,29,0,590,38,4,13,2,1,2,46.26,1
17868,13,0,32,6,10070,84,0,38,4,1,1,253.85,0
10797,5,1,32,0,5453,89,14,20,2,1,1,312.39,1
10648,0,0,30,0,2475,13,0,10,3,1,1,99.52,0
15754,1,1,31,0,2625,32,0,12,2,1,2,119.565,1
11018,1,0,32,0,1903,NA,22,27,3,1,2,165.52,1
16481,0,0,32,0,1303,NA,NA,2,3,1,1,52.76,0
11419,NA,0,29,0,6420,88,2,18,4,1,1,167.7,0
13290,0,0,32,0,0,0,0,0,4,1,1,0,0
13396,17,0,27,1,15710,229,0,76,2,1,1,717.255,0
18773,0,0,30,1,6600,107,NA,29,2,2,1,1467.315,0
19429,0,0,32,0,3353,73,0,24,2,1,1,154.17,0
17657,0,0,31,NA,1300,NA,26,16,3,1,2,157.4,0
19903,0,0,32,0,NA,44,163,19,2,1,1,844.155,0
12916,0,0,23,0,NA,27,181,7,2,2,1,858.465,0
15256,3,0,23,0,335,16,0,3,2,1,2,15.795,0
19905,0,0,22,0,0,0,9,0,4,1,2,22.5,0
11622,2,0,21,NA,860,23,7,NA,2,1,1,71.235,0
19665,0,0,21,0,2860,52,0,19,3,1,1,116.48,0
13488,0,0,14,0,1330,17,16,10,2,1,1,132.615,0
19811,8,0,13,0,6028,132,NA,38,1,2,1,740.3,0
15973,4,0,11,0,8568,NA,NA,36,4,1,1,370.75,0
19055,0,0,5,0,4025,31,203,NA,3,1,1,974.24,0
18102,4,0,40,0,4145,67,8,19,2,1,1,225.54,0
15146,0,0,41,0,93,1,10,NA,2,1,2,49.23,0
16789,6,0,39,0,2228,56,362,NA,2,1,1,1731.78,0
19391,6,0,40,0,3973,62,4,NA,2,1,1,199.575,0
16888,0,0,40,0,2168,54,NA,35,1,1,1,149.71,0
17659,7,0,40,1,3550,78,35,30,3,1,1,285.12,0
18979,0,0,40,NA,2135,NA,288,20,3,1,1,1238.8,0
10126,9,0,39,2,8890,117,147,45,3,1,1,948.28,0
12511,3,0,40,0,13548,165,3,46,3,1,1,560.52,0
10893,NA,0,40,NA,4290,79,NA,NA,3,1,1,194.76,0
11961,2,0,NA,0,5693,91,10,14,2,1,1,305.28,0
10143,5,0,40,0,2013,50,11,NA,3,1,2,126.52,0
16829,21,0,40,NA,14915,NA,57,34,3,1,1,833.44,0
12567,0,0,40,1,2870,23,486,10,3,1,1,2059.72,0
13179,0,0,NA,0,485,10,16,10,2,1,2,NA,0
16124,0,0,39,0,0,0,3,0,2,1,2,13.5,1
15779,0,0,39,0,7283,123,387,NA,2,1,1,2074.77,0
19073,4,0,39,1,6493,71,111,39,2,1,1,794.88,0
16071,19,0,35,0,NA,43,19,19,2,1,2,120.285,1
15276,17,0,38,8,NA,89,NA,44,4,2,1,267.475,0
15310,0,0,36,0,NA,18,3,NA,3,1,1,117.32,0
19778,5,1,37,0,2765,37,12,18,2,1,2,180.09,1
16782,5,0,38,NA,2043,40,37,NA,3,1,2,NA,1
13728,0,0,35,1,6560,93,17,24,4,1,1,208.825,0
15221,0,1,NA,0,403,3,12,6,4,1,2,40.15,1
19387,0,0,38,NA,0,0,7,0,5,1,1,10.5,0
13223,21,0,NA,3,15850,234,3,NA,2,1,NA,737.28,0
12691,0,0,38,0,3493,78,5,30,2,1,1,183.195,0
13084,0,0,37,0,1440,40,NA,22,3,1,2,223.2,0
11522,0,0,29,1,1090,NA,196,13,2,2,1,932.49,0
11599,0,0,28,0,1343,35,33,70,4,1,1,116.95,0
15439,7,0,29,0,NA,21,13,9,2,1,2,NA,0
15163,0,0,28,0,NA,6,24,5,4,1,2,75.15,0
17795,6,0,27,0,1000,28,22,15,2,1,1,145.26,0
13372,0,0,27,0,3000,57,11,NA,3,1,1,166.28,0
17997,0,0,20,0,1470,22,31,16,2,1,1,206.64,0
13790,12,0,19,1,6168,137,88,NA,1,2,1,830.775,0
17296,8,0,NA,0,8708,167,NA,42,4,1,1,411.875,0
11819,4,0,18,3,2628,NA,34,21,3,1,1,242.76,0
12243,0,0,11,1,4165,36,218,12,3,1,1,1040.04,0
17928,0,1,11,NA,1263,15,3,NA,3,1,1,63.12,1
12978,2,0,32,0,3985,63,0,11,2,1,1,182.16,0
18995,4,0,31,0,2068,NA,342,18,2,1,1,1634.4,0
17994,4,0,32,0,3813,58,0,29,1,1,1,212.905,0
18249,0,0,32,0,2008,NA,0,NA,1,1,1,113.19,0
18825,0,0,32,0,1975,31,268,NA,3,1,1,1152.24,0
17483,7,0,NA,0,8730,113,127,37,3,1,1,861.72,0
17195,1,0,32,0,4130,NA,0,19,3,1,1,168.2,0
15931,0,0,32,0,5533,87,0,6,2,1,1,NA,0
19684,NA,0,32,NA,1853,NA,0,11,3,1,2,75.96,0
13481,19,0,32,1,14755,NA,37,26,3,1,1,746.88,0
17582,0,0,32,0,2710,NA,466,2,3,1,1,1973.16,0
11694,3,0,31,0,15100,NA,133,24,2,1,1,1285.83,0
17276,0,0,31,0,6115,78,169,NA,3,1,1,923.72,0
18564,0,0,31,0,490,6,NA,5,2,1,2,22.32,0
14618,0,0,32,0,325,NA,0,2,2,1,2,14.895,0
16661,0,0,31,NA,0,NA,0,0,2,1,2,NA,1
16635,0,0,31,0,NA,NA,367,37,2,1,1,1977.39,0
16959,NA,0,31,0,11080,146,0,41,3,1,1,449.04,0
10125,2,0,31,0,6333,NA,91,31,2,1,1,NA,0
14136,17,0,NA,0,NA,39,0,NA,2,1,2,27.405,1
15119,15,0,30,6,10050,85,NA,36,4,1,1,253.375,0
16438,3,1,29,0,2605,33,0,10,2,1,2,118.71,1
17907,3,0,30,NA,1883,36,17,NA,3,1,2,144.76,1
19726,0,0,30,0,0,0,0,0,2,1,2,0,1
16775,NA,0,30,0,1283,17,0,5,3,1,1,52,0
19415,NA,0,27,0,NA,89,0,16,4,1,1,162.225,0
11370,0,0,30,NA,0,0,0,NA,4,1,1,0,0
19476,19,0,25,1,15690,NA,0,74,2,1,1,716.4,0
18061,NA,0,28,1,NA,NA,NA,27,2,2,1,1443.96,0
18963,0,0,20,0,1183,31,13,62,4,1,1,62.85,0
13806,5,0,21,0,315,17,0,1,2,1,2,14.94,0
11940,0,0,20,0,0,0,4,0,4,1,2,10,0
15339,4,0,19,0,NA,24,NA,7,2,1,1,47.88,0
14003,0,0,12,0,1310,NA,11,8,2,1,1,109.26,0
17788,10,0,11,0,6008,NA,68,36,1,2,1,711.755,0
11396,6,0,9,0,8548,163,56,34,4,1,1,357.775,0
18454,2,0,10,1,2468,37,14,NA,3,1,1,156.2,0
17891,0,0,3,0,1103,11,0,1,2,1,1,50.13,1
16599,8,0,42,0,4325,75,13,NA,3,1,1,228,0
18806,0,0,43,0,273,9,15,8,2,1,2,80.19,0
14653,NA,0,41,0,2408,64,367,28,3,1,1,1566.88,0
11518,10,0,NA,0,NA,70,9,39,1,1,1,281.765,0
12531,3,0,42,0,2348,62,NA,37,1,1,1,187.55,0
11151,13,0,41,2,9070,125,152,47,3,1,1,975.8,0
15159,7,0,42,0,13728,173,NA,48,3,1,1,588.04,0
14064,7,0,NA,1,4470,87,10,29,3,1,1,222.28,0
16016,6,0,42,NA,5873,99,15,16,3,1,1,298.88,0
16336,9,1,42,0,2193,NA,16,21,3,1,2,154.04,0
13746,25,0,42,3,15095,229,NA,36,3,1,1,860.96,0
11104,4,0,NA,NA,3050,31,491,12,3,NA,1,2087.24,0
15580,3,0,41,NA,6455,90,194,30,3,1,1,1037.8,0
18654,0,0,41,0,830,18,8,15,2,1,2,74.16,0
15765,2,0,42,0,NA,18,21,12,3,1,2,111.32,0
19165,0,0,41,0,0,NA,8,0,2,1,2,36,1
15171,3,0,41,0,7463,131,NA,47,2,1,1,2105.73,0
16388,7,0,41,1,11420,NA,19,NA,4,1,1,336.95,0
14612,8,0,NA,NA,NA,79,116,NA,2,1,1,825.84,0
12734,23,1,37,0,910,51,24,21,2,1,2,151.245,1
10061,21,1,40,8,10390,97,9,46,5,2,1,NA,0
14197,NA,0,40,1,5773,NA,34,28,2,1,1,417.375,0
13474,1,0,38,0,NA,26,8,18,3,1,1,144.84,0
10718,9,0,40,0,2223,48,42,35,3,1,NA,258.84,1
15142,0,0,40,0,88,6,NA,6,3,1,2,35.76,1
14260,1,0,40,0,NA,29,8,10,3,1,1,98.08,0
14758,3,0,37,1,6740,101,22,NA,5,1,1,135.615,0
18375,0,1,40,0,583,11,17,NA,4,1,2,57.35,1
19846,0,0,40,1,293,8,12,6,5,1,1,22.515,0
19017,25,0,NA,3,16030,242,8,84,2,1,1,768.24,0
18201,6,0,38,3,6920,120,279,37,2,2,1,1572.3,0
16529,3,0,39,0,1620,48,46,24,3,1,2,250.72,0
11737,6,0,40,0,2735,57,183,27,2,1,1,949.14,0
19162,4,0,31,1,1270,40,201,15,2,2,1,963.45,0
16498,4,0,30,0,1523,43,NA,72,4,1,1,134.15,0
13941,11,0,31,0,655,29,18,11,2,1,2,111.78,0
11330,0,0,30,0,NA,14,29,7,4,1,2,92.35,0
19075,10,0,29,0,NA,36,27,NA,2,1,1,176.22,0
14873,2,0,22,0,1650,NA,36,NA,2,1,1,237.6,0
10455,16,0,21,1,NA,145,NA,46,2,2,1,710.685,0
15121,12,0,19,0,8888,175,NA,44,4,1,1,429.075,0
16774,8,0,20,3,2808,49,39,23,3,1,1,270.28,0
13640,2,0,13,1,NA,44,223,14,3,1,1,1067.56,0
17911,3,0,13,1,1443,23,8,11,3,1,1,90.64,1
19983,0,0,30,0,3805,55,0,9,2,1,1,NA,0
12232,0,0,31,0,0,NA,0,0,2,1,2,0,0
19454,0,0,30,NA,1828,42,0,NA,1,1,1,102.85,0
11873,1,0,NA,NA,3210,66,10,20,2,1,1,192.42,0
12995,0,0,30,0,1795,23,263,10,3,1,1,1124.72,0
19548,3,0,NA,0,NA,105,122,35,3,1,1,834.2,0
18740,0,0,30,0,13208,153,0,36,3,1,1,534.44,0
19735,0,0,30,0,3950,67,0,17,3,1,1,160.68,0
11590,0,0,30,0,NA,79,0,4,2,1,1,244.44,0
10757,15,0,30,1,14575,209,NA,24,2,1,1,809.28,0
10393,NA,0,30,0,2530,NA,461,NA,3,1,1,1945.64,0
19577,0,0,29,0,14920,166,128,22,2,1,1,1254.87,0
16668,0,0,30,0,0,0,0,NA,2,1,2,0,0
12845,0,0,29,0,0,0,0,NA,2,1,2,0,1
18421,0,0,29,0,6943,111,362,35,2,1,1,1946.43,0
10612,0,0,29,NA,10900,138,0,NA,3,1,1,441.52,0
17604,0,0,29,0,6153,59,86,29,2,1,1,666.54,0
17215,11,0,28,6,9870,77,0,NA,4,2,1,248.675,0
14088,3,0,28,0,5253,82,NA,16,2,1,1,258.075,1
19833,0,0,26,0,2275,6,0,6,3,1,1,91.24,0
15514,0,1,28,0,1703,NA,12,23,3,1,2,117.24,1
17641,0,0,28,0,0,0,NA,0,2,1,2,0,1
11934,0,0,28,0,0,0,0,NA,3,1,1,0,0
17123,0,0,25,0,6220,81,0,14,4,1,1,157.525,0
12321,0,1,28,0,NA,0,0,NA,4,1,1,0,1
17257,0,0,26,1,6400,100,249,NA,2,2,1,NA,0
19603,NA,0,28,0,3153,66,0,20,2,1,1,144.855,0
17339,0,0,28,0,2215,37,153,NA,2,1,1,789.84,0
12248,0,0,18,0,1003,23,8,60,4,1,1,45.65,0
12790,0,0,18,0,0,NA,0,0,4,1,2,0,0
12416,0,0,17,0,660,16,0,5,2,1,1,30.42,0
15951,0,0,17,0,NA,45,0,15,3,1,1,108.2,0
14251,6,0,9,0,5828,NA,63,34,1,2,1,673.915,0
12831,2,0,NA,NA,8368,NA,51,32,4,1,1,340.575,0
18066,NA,0,8,1,2288,29,9,11,3,1,1,128.68,0
10647,0,0,3,0,3825,24,193,2,2,1,1,1041.705,0
18057,0,0,3,0,0,0,0,0,2,1,1,0,1
12308,5,0,39,0,4245,73,9,20,2,1,1,234.81,0
18626,0,0,40,0,193,7,11,7,2,1,2,58.5,0
12735,7,0,39,0,NA,68,NA,38,1,1,1,255.255,0
13159,0,0,39,0,2268,60,6,36,1,1,1,NA,0
10244,10,0,38,1,NA,123,148,46,3,1,1,956.52,0
10487,4,0,39,0,13648,171,4,47,3,1,1,568.76,0
15522,4,0,39,0,4390,85,6,28,3,1,1,203,0
19262,3,0,39,0,5793,NA,11,15,2,1,1,314.55,0
15059,NA,0,39,0,2113,56,12,20,3,1,2,134.76,0
13156,1,0,39,0,2970,29,487,NA,3,1,1,2067.96,0
19090,6,0,38,0,NA,184,154,33,2,1,1,1392.48,0
19096,0,0,38,0,6375,88,190,29,3,1,1,1018.52,0
11355,NA,0,39,0,585,16,17,11,2,1,2,103.545,0
12695,NA,NA,NA,0,NA,NA,4,0,2,1,2,18,1
15181,0,0,38,0,7383,129,388,46,2,1,1,2084.04,0
13649,4,0,38,0,11340,156,15,50,3,1,1,519.84,0
18274,18,0,37,7,10310,95,NA,45,4,2,1,272.625,0
18841,10,0,37,0,NA,100,30,27,2,1,1,395.685,1
18154,6,1,36,0,2865,43,NA,19,2,1,2,189.36,1
11952,6,1,37,NA,2143,46,38,NA,3,1,2,239.56,1
16470,0,0,37,NA,1543,NA,NA,9,3,1,1,NA,0
11615,0,0,34,0,NA,99,18,NA,4,1,1,213.975,0
19486,0,1,37,0,NA,9,13,7,4,1,2,45.3,1
10363,0,0,37,0,213,6,8,5,5,1,1,15.285,0
19818,22,0,32,NA,15950,NA,4,83,2,1,1,746.55,0
10406,3,0,35,2,NA,118,275,NA,2,2,1,1550.61,0
15331,0,0,37,0,3593,84,6,31,2,1,1,192.465,0
15129,0,0,36,0,1540,NA,42,23,3,1,2,231.44,0
11048,3,0,37,0,NA,55,179,26,2,1,1,927.45,0
17470,1,0,28,0,NA,38,197,14,2,2,1,NA,0
17093,1,0,27,NA,1443,NA,34,71,4,1,1,122.1,0
18909,8,0,28,NA,575,27,14,10,2,1,2,90.09,0
13141,NA,0,NA,NA,700,12,25,6,4,1,2,80.3,0
16484,7,0,26,0,1100,34,23,16,2,1,1,154.53,0
17763,NA,0,18,0,6268,NA,89,45,1,2,1,842.105,0
10264,5,0,17,2,2728,NA,NA,22,3,1,1,251,0
18074,0,0,10,0,4265,NA,219,NA,3,1,NA,1048.28,0
11845,0,1,10,0,NA,21,4,10,2,1,1,80.28,1
10719,0,0,34,NA,0,NA,0,0,2,1,2,0,0
14017,3,0,32,0,1968,46,341,17,2,1,1,1625.13,0
19877,NA,0,33,0,3713,52,0,NA,1,1,1,207.075,0
15810,0,0,33,0,1908,44,0,26,1,1,1,107.36,0
10479,4,0,33,0,3290,68,14,21,2,1,1,214.11,0
10202,6,0,32,1,8630,107,126,36,3,1,1,853.48,0
14529,0,0,33,0,4030,69,0,18,3,NA,1,163.96,0
18998,0,0,33,0,5433,81,0,NA,2,1,1,248.13,0
13292,0,0,33,0,NA,13,NA,1,3,1,1,1964.92,0
11649,2,0,32,0,15000,168,132,23,2,1,1,1276.56,0
16749,0,0,32,0,6015,72,168,NA,3,1,1,915.48,0
15887,0,0,32,0,NA,0,0,0,2,1,2,0,0
15111,0,0,NA,0,0,0,0,0,2,1,2,0,0
12794,0,0,32,NA,0,0,0,0,2,1,2,0,1
17099,0,0,32,0,7023,113,366,36,2,1,1,1968.12,0
11460,NA,0,32,0,10980,140,0,40,3,1,1,444.8,0
11588,1,0,32,0,6233,61,90,30,2,1,1,688.23,0
19228,16,0,28,0,NA,33,NA,10,2,1,2,22.635,1
10711,14,0,31,7,9950,79,0,NA,4,1,1,250.725,0
13485,6,1,31,0,5333,84,8,17,2,1,1,279.765,1
19390,0,0,29,0,2355,NA,0,7,3,1,1,94.52,0
15927,NA,1,30,0,2505,27,NA,9,2,1,2,113.94,1
10113,NA,0,31,0,NA,30,NA,24,3,1,2,136.52,1
14464,0,0,31,0,0,0,0,0,3,1,2,0,1
11905,0,0,31,0,0,NA,0,NA,3,1,1,0,0
12229,0,0,31,0,0,0,0,0,4,1,2,0,1
13585,0,0,31,0,0,0,NA,0,5,1,1,0,0
12823,0,0,29,2,6480,102,253,26,2,2,1,NA,0
16814,0,0,30,0,1180,NA,20,13,3,1,2,128.4,0
10997,0,0,22,0,830,22,175,NA,2,2,1,825.84,0
16605,0,0,21,0,1083,25,NA,61,4,1,1,57.7,0
14567,0,0,21,0,0,0,3,0,4,1,2,7.5,0
12884,3,0,NA,NA,740,18,1,6,2,1,1,38.61,0
16966,0,0,20,0,2740,47,0,NA,3,1,1,111.48,0
14551,9,0,12,0,NA,127,NA,35,1,2,1,700.425,0
11890,5,0,10,0,NA,NA,55,33,NA,1,1,352.625,0
17071,0,0,NA,0,3905,NA,197,NA,3,1,1,945.24,0
19395,0,0,4,NA,1003,5,0,4,2,1,1,45.36,1
12134,7,0,36,1,4665,NA,19,30,2,1,1,298.8,0
13203,9,0,35,1,NA,64,373,37,2,1,1,1805.04,0
18453,2,0,36,1,2688,62,16,46,1,1,1,239.25,0
14967,3,0,NA,1,2655,43,299,31,3,1,1,1303.92,0
18620,12,0,35,NA,9410,125,158,56,3,1,1,1013.4,0
16156,6,0,36,1,14068,NA,14,57,3,1,1,625.64,0
14585,6,0,36,2,4810,87,16,38,3,1,1,259.88,0
15824,5,0,36,1,6213,NA,21,25,2,1,1,378.54,0
19382,8,0,36,0,2533,58,NA,30,3,1,2,191.64,0
11332,24,0,NA,4,15435,NA,68,45,3,2,1,898.56,0
12034,NA,0,36,2,3390,31,497,21,3,1,1,2124.84,0
18790,8,0,35,1,15780,186,164,43,2,1,1,1456.47,0
11991,2,0,35,2,NA,90,200,39,3,1,1,1075.4,0
17031,1,0,36,0,1005,18,27,21,2,1,2,167.535,0
16731,0,1,35,0,NA,4,14,13,2,1,2,76.455,1
12841,2,0,NA,1,7803,131,398,56,2,1,1,2148.03,0
16485,6,0,35,2,11760,158,25,60,3,1,1,576.72,0
18777,7,0,35,2,7013,79,122,50,2,1,1,868.14,0
10515,22,0,31,0,1250,51,30,30,2,1,2,193.545,1
11037,20,0,34,NA,10730,97,15,55,4,1,1,308.175,0
15226,0,0,32,1,NA,26,14,NA,3,NA,1,182.44,0
18868,8,0,NA,0,3285,NA,23,29,2,1,2,253.35,1
12955,0,0,34,0,428,6,14,15,3,1,2,NA,1
15828,0,0,34,1,1963,29,NA,19,3,1,1,135.68,0
17144,NA,0,31,2,7080,101,28,35,4,1,1,249.525,0
19200,0,0,34,0,923,11,NA,17,4,1,2,80.85,1
16941,24,0,29,4,16370,242,14,93,2,1,1,810.54,0
15646,5,0,32,4,NA,120,285,NA,2,2,1,1614.6,0
19328,1,0,NA,1,4013,86,16,41,2,1,1,256.455,0
19246,2,1,33,0,1960,48,52,33,3,1,2,288.32,1
17797,5,0,34,1,3075,57,NA,36,2,1,1,991.44,0
11666,3,0,NA,2,NA,40,207,24,2,2,1,1005.75,0
11505,3,0,24,NA,NA,43,44,81,4,1,1,157.65,0
16211,10,0,25,0,995,29,24,20,2,1,2,154.08,0
11708,0,0,24,0,1120,14,35,16,4,1,2,115.85,0
15223,9,0,NA,1,1520,36,NA,26,2,1,1,218.52,0
12077,1,0,23,1,3520,65,22,36,3,1,1,231.4,0
10651,15,0,15,2,6688,145,99,55,1,2,1,920.315,0
11103,11,0,13,1,NA,175,NA,53,4,1,1,452.575,0
15340,7,NA,14,4,NA,49,NA,NA,3,1,1,307.88,0
12717,NA,0,36,0,3465,55,0,10,2,1,1,158.4,0
18296,1,0,35,0,1548,44,331,7,2,1,1,1561.14,0
12032,1,0,36,0,3293,50,0,18,1,1,1,183.865,0
11621,0,0,36,NA,NA,42,0,16,1,1,1,84.15,0
19940,2,0,36,0,2870,66,NA,11,2,1,1,150.12,0
13253,NA,0,36,0,1455,23,257,1,3,1,1,1087.12,0
10871,4,0,35,0,8210,105,116,26,3,1,1,796.6,0
10228,NA,0,36,0,NA,153,NA,NA,3,1,1,520.84,0
13577,0,0,36,0,3610,67,0,8,3,1,1,147.08,0
11803,0,0,36,0,5013,79,0,13,2,1,1,229.14,0
13224,0,0,36,0,1333,38,0,NA,3,1,2,54.84,0
11202,0,0,36,0,2190,11,455,5,3,1,1,1908.04,0
15982,0,0,35,0,14580,166,122,13,2,1,1,1212.57,0
14078,0,0,35,NA,5595,NA,158,9,3,1,1,858.6,0
12155,NA,0,35,0,0,NA,NA,0,2,1,2,0,0
10233,0,0,NA,0,0,0,0,0,2,1,2,0,0
11685,0,0,35,0,NA,0,0,0,2,1,2,0,1
14719,0,0,35,0,6603,111,356,NA,2,1,1,1904.13,0
19850,0,0,NA,0,10560,138,0,30,3,1,1,427.92,0
12570,7,0,31,0,50,2,0,1,2,1,2,2.34,1
12371,4,0,34,0,4913,82,0,7,2,1,1,224.775,1
16141,0,0,NA,0,2085,25,0,9,2,1,2,94.95,1
11112,0,0,34,0,0,0,NA,0,2,1,2,0,1
17390,0,0,34,0,NA,NA,0,0,3,1,1,0,0
13586,0,0,31,0,NA,81,0,5,4,1,1,149.025,0
14794,NA,1,34,NA,0,0,0,0,4,1,NA,0,1
17424,0,0,34,0,0,0,0,0,4,1,1,0,0
13955,0,0,32,0,6060,100,243,16,2,2,1,1370.7,0
10224,0,0,33,NA,NA,28,10,NA,3,1,NA,71.52,0
12450,NA,0,34,0,1875,37,147,NA,2,1,1,747.54,0
19461,0,0,25,0,1903,20,165,8,2,2,1,829.035,0
12970,NA,0,25,0,0,0,NA,0,2,1,2,0,0
13676,0,0,24,0,0,0,0,0,4,1,2,0,0
17972,0,0,23,NA,0,NA,0,0,2,1,1,0,0
16589,0,0,23,0,2320,NA,NA,6,3,1,1,94.6,0
13673,0,0,16,0,0,0,0,0,NA,1,1,0,0
16260,7,0,15,0,5488,NA,57,NA,1,2,1,622.215,0
11736,3,0,13,0,8028,155,45,23,4,1,1,317.075,0
18505,0,0,14,0,1948,NA,3,2,3,1,1,NA,0
17952,0,0,7,0,3485,24,187,21,3,1,1,888.36,0
