business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
8M2ZGXzscxGuqID3jFGF2w,Roper's Regal Beagle,3043 Godfrey Rd,Godfrey,IL,62035,38.9310602594,-90.1911469762,3,76,1,"Restaurants, Sports Bars, Bars, Pizza, Nightlife, Steakhouses",NA,True,True,2,NA,True,None,NA,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,True,True,True,False,NA,u'full_bar',True,'casual',"{u'divey': None, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}",NA,True,NA,u'loud',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': False}",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': None, 'video': False, 'karaoke': False}",NA,NA,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': True, 'saturday': False}",NA,NA,NA,NA,NA,NA,NA,NA,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
zFJ9Tn28X9YAjQcI1EfsrA,Who Dat's,123 S Main St,Columbia,IL,62236,38.4422864,-90.1990643,4,65,1,"Restaurants, Southern, Caterers, Event Planning & Services, Venues & Event Spaces, Cajun/Creole",NA,True,True,2,NA,True,False,True,'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",NA,NA,True,True,False,NA,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",True,True,NA,u'average',"{'dessert': None, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,NA
JXYMkNxFKX6nZPs-b7rrQg,Larry Flynt's Hustler Club,5420 Bunkum Rd,Washington Park,IL,62204,38.6226709,-90.091324,4,44,1,"Adult Entertainment, Nightlife",NA,True,True,2,NA,NA,NA,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",NA,NA,False,True,NA,NA,u'full_bar',NA,NA,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",NA,True,NA,u'loud',NA,False,u'no',"{'dj': True, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': None, 'video': False, 'karaoke': False}",True,NA,"{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",NA,NA,NA,NA,NA,NA,NA,NA,NA,20:0-6:0,20:0-4:0,12:0-4:0,20:0-6:0,20:0-6:0,NA
2Q5btcQS6Qs0bSzCNIFjNQ,Downtown Dog,,Belleville,IL,62220,38.51531,-89.996677,4,5,0,"Pets, Pet Groomers, Pet Services",True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,9:0-14:0,NA
GBHw5RZPB5TvnCCqBs_YDQ,Lam's Garden,3144 Nameoki Rd,Granite City,IL,62040,38.7198417,-90.1223919,3,12,1,"Restaurants, Chinese",NA,False,NA,2,NA,False,False,NA,'no',"{u'valet': False, u'garage': None, u'street': None, u'lot': None, u'validated': False}",NA,NA,None,True,False,NA,u'none',False,'casual',"{u'divey': None, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}",NA,False,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
VEiuHbMrzw3VTlqELagV9g,Great Clips,1516 Troy Rd,Edwardsville,IL,62025,38.7946892,-89.950481,2,10,1,"Hair Salons, Beauty & Spas, Barbers",None,NA,NA,None,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
fdbjNg9OTDkLJ5pkrlv8Vw,Mueller Veterinary Services,8605 Hanover Industrial Drive,Columbia,IL,62236,38.3912142,-90.1698735,5,5,1,"Veterinarians, Pets",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ucO8-2Q5LI3yQOyEtfV9zQ,McKendree Metro Rec Plex,205 Rec Plex Dr,O'Fallon,IL,62269,38.584233,-89.878709,2.5,12,1,"Fitness & Instruction, Swimming Pools, Skating Rinks, Active Life",NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EOrESwuRyQJ41cK7zYM0PA,Hing Wah Chop Suey,862 N Wood River Ave,Wood River,IL,62095,38.873545,-90.099184,4,9,1,"Restaurants, Chinese",NA,True,True,NA,NA,True,True,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,NA,NA,True,True,NA,NA,NA,NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,10:30-21:30,NA
kVhlq6K_E1vcfjp6JOVGPQ,Spencer Kennel,1405 E US Hwy 50,O'Fallon,IL,62269,38.585746636,-89.8959732056,4.5,20,1,"Pet Services, Pet Sitting, Pets, Pet Groomers, Animal Shelters, Pet Boarding, Pet Adoption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-16:0,16:0-17:0
W4-fo6q77MSf2hPUg3qqPg,Tong Phoon Thai Restaurant,5900 N Illinois St,Fairview Heights,IL,62208,38.586218,-89.983699,4,109,1,"Thai, Restaurants",NA,True,False,2,NA,True,False,False,'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,False,NA,u'beer_and_wine',True,u'casual',"{u'divey': False, u'hipster': False, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': False}",NA,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:30,11:0-21:30,NA
O5Egs4UMPwgE2t0NOFJUmw,DPB Automotive,3137 W Chain Of Rocks Rd,Granite City,IL,62040,38.7616204359,-90.1111591806,4,5,1,"Auto Repair, Automotive",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA
fWU-5ehvEDW--hVKet4uEw,Days Inn by Wyndham Collinsville,12 Commerce Dr,Collinsville,IL,62234,38.6843928,-90.0151545815,2.5,20,1,"Event Planning & Services, Hotels & Travel, Hotels",NA,True,NA,2,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
932-y0qbz8agwdifaLaE3A,Far Oaks Golf Club,419 Old Collinsville Rd,Caseyville,IL,62232,38.6234763853,-89.971699914,3,11,1,"Golf, Active Life, Restaurants",NA,True,True,3,NA,True,False,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,True,True,True,NA,u'full_bar',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qlTs0Xjn87Ii-WCr-hf3TQ,The Cup,1057 Century Dr,Edwardsville,IL,62025,38.7875214238,-89.9816050196,5,53,1,"Desserts, Bakeries, Food, Cupcakes",NA,True,True,2,NA,None,True,True,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,10:0-18:30,10:0-18:30,10:0-18:30,9:30-20:0,9:30-20:0,NA
wOpMlyb2szEuKbEwTTAV1g,Webstar Corp,,Belleville,IL,62226,38.5200504,-89.9839935,2,5,1,"Web Design, Professional Services, Marketing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A94DAcUnlu9lKY9FSDD4Wg,The Gingham Buffalo,500 N Main St,Edwardsville,IL,62025,38.8155132,-89.9600909,4.5,6,1,"Paint Stores, Gift Shops, Interior Design, Shopping, Flowers & Gifts, Furniture Stores, Home Decor, Home & Garden, Contractors, Beauty & Spas, Cosmetics & Beauty Supply, Home Services",False,True,True,3,NA,NA,NA,NA,NA,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-16:0
hSUWXcAlnIxyquQ0UChOrg,Pizza Hut,710 Edwardsville Rd,Troy,IL,62294,38.7318607305,-89.904588,2.5,8,0,"Italian, Chicken Wings, Restaurants, Pizza",NA,True,NA,1,NA,True,True,False,NA,NA,NA,NA,False,NA,False,NA,NA,True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-0:0,10:30-0:0,10:30-22:0
djUlhVL0c2yEPn4dmIS-QQ,DIRECTV,,Fairview Heights,IL,62208,38.5889386,-89.990382,1.5,13,1,"Television Service Providers, Home Services, Shopping, Electronics, Professional Services, Internet Service Providers",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
aw2NJqXeM1ANGgEuwRppUg,Friday's South,624 S Illinois St,Belleville,IL,62220,38.5070194,-89.9840231,4,13,1,"Nightlife, Bars, Dive Bars",NA,True,True,1,NA,True,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,True,True,NA,NA,u'full_bar',NA,NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,NA,u'average',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
cyKq2OZ_EOdk8_lhSxy72w,Jack in the Box,1360 W Us Highway 50,O Fallon,IL,62269,38.5932254339,-89.9513474101,2,44,1,"Fast Food, Restaurants, Tacos, Breakfast & Brunch, Burgers, Mexican",NA,True,NA,1,NA,False,True,False,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,False,False,NA,u'none',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,False,True,'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
GfV_Y7wedt2VFfbpisF-cA,The Mansion,1680 Mansion Way,O'Fallon,IL,62269,38.5829392,-89.8817233,3.5,68,0,"American (Traditional), Seafood, Restaurants, Steakhouses",NA,True,True,3,NA,True,False,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,False,True,NA,u'full_bar',False,u'dressy',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': True, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",NA,True,NA,u'quiet',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,NA
hdcTkr9subdraIdmdwa2UA,Sonic Drive-In,1402 Vandalia,Collinsville,IL,62234,38.6869706,-89.9742552,3.5,5,1,"Ice Cream & Frozen Yogurt, Burgers, Fast Food, Restaurants, Food",False,True,NA,NA,False,True,None,False,u'no',NA,True,False,True,True,False,False,u'none',True,u'casual',NA,False,True,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,8:0-22:0,8:0-22:0,8:0-19:0,9:0-22:0,8:0-22:0,9:0-22:0
76Pp__j6ZjRkxy6axYpM0A,Shiloh Chiropractic,"1231 Thouvenot Ln, Ste 100",Shiloh,IL,62269,38.570104,-89.942656,4.5,7,1,"Health & Medical, Chiropractors, Physical Therapy",True,True,NA,NA,NA,NA,NA,NA,u'free',NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-18:0,9:0-19:0,8:0-18:0,9:0-19:0,7:0-23:0,NA,NA
mjXOZkoTNQ7n1Yw8lAMocA,Ron's Lounge,228 W Saint Louis St,Lebanon,IL,62254,38.6037946588,-89.8101280827,3.5,6,1,"Bars, American (Traditional), Restaurants, Nightlife",NA,True,True,1,NA,NA,NA,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,True,False,NA,u'full_bar',NA,NA,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,u'average',NA,NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1wnOZFsvsJPEXh_hWcmMA,1st Street Lounge,119 W 1st St,O'Fallon,IL,62269,38.5914601,-89.9115225,4.5,11,1,"Bars, Nightlife, Lounges, American (Traditional), Pubs, Restaurants, American (New)",NA,True,True,NA,False,True,False,False,u'free',NA,True,True,True,True,NA,NA,u'full_bar',True,NA,NA,True,NA,NA,NA,NA,False,u'outdoor',NA,NA,NA,NA,False,False,NA,NA,NA,NA,NA,NA,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-2:0,11:0-2:0,11:0-1:0
GTUvFEipY0bNAjQzDgDk9w,Five Guys,1990 Troy Rd,Edwardsville,IL,62025,38.79148,-89.9508239,3.5,5,1,"American (Traditional), Restaurants, Burgers, Fast Food",NA,True,NA,NA,NA,True,True,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-16:0,11:0-18:0,11:0-22:0
qMuoIyda-hWvMUeHMdXNGA,Dobbs Tire And Auto Center,2466 Troy Rd,Edwardsville,IL,62025,38.7827262265,-89.9506632682,3.5,30,1,"Auto Repair, Automotive, Oil Change Stations, Tires",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-17:0,NA
Acg8lplbojj84q6PTPMICQ,US Nail Salon,2710 Corner Ct,Alton,IL,62002,38.914572,-90.153029,2.5,11,1,"Nail Salons, Beauty & Spas",False,True,False,2,NA,NA,NA,NA,NA,None,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sv3mfbZEI8frLbUbRPaQqA,Steak ’n Shake,606 North Blf,Collinsville,IL,62234,38.6847716773,-90.0098557665,2,65,1,"Restaurants, American (New), Juice Bars & Smoothies, Burgers, Food, Breakfast & Brunch, Fast Food, Diners, American (Traditional)",NA,True,True,1,NA,True,True,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,False,False,False,'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",NA,True,True,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
oPrGjhmp5I3RAvscl_2wUA,Super Gyros,2615 N Center St,Maryville,IL,62062,38.7288639,-89.9570185,2.5,11,0,"Burgers, Sandwiches, Mediterranean, American (Traditional), Cheesesteaks, Restaurants, Hot Dogs",NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,NA
ZtefSVxe8b71YZ6ZlqKZ0Q,The UPS Store,"5720 N Belt West, Ste 20",Belleville,IL,62226,38.540445,-90.03486,2,5,1,"Shipping Centers, Notaries, Movers, Local Services, Home Services, Mailbox Centers, Printing Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-16:0,NA
FYBR5RYfhEEvBHpCwvwUsQ,Riverbend Billiards & Grill,909 E Broadway,Alton,IL,62002,38.8886126,-90.1719592,3.5,11,0,"American (Traditional), Restaurants, Pool Halls, Nightlife",NA,True,False,1,NA,True,False,False,'free',"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,False,True,False,NA,'full_bar',False,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",NA,True,NA,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",NA,NA,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",NA,NA,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}",NA,NA,NA,NA,NA,NA,NA,NA,15:0-1:0,15:0-1:0,15:0-1:0,15:0-1:0,15:0-2:0,15:0-2:0,15:0-1:0
BkTTc83KlWfy-1PtiOFwJQ,Family Eye Care Of O'Fallon,735 Insight Ave,O'Fallon,IL,62269,38.5864,-89.926228,3.5,8,1,"Health & Medical, Optometrists, Shopping, Sunglasses, Eyewear & Opticians",False,True,True,4,NA,NA,NA,NA,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,8:0-12:0,8:0-17:30,8:0-12:0,8:0-17:30,8:0-12:0,NA
tICvWNWLbXhGsFJ32tgS7Q,Schnucks - Belleville,5720 N Belt W,Belleville,IL,62226,38.540432,-90.0342,2,11,1,"Florists, Drugstores, Grocery, Bakeries, Flowers & Gifts, Food, Shopping",NA,True,True,2,NA,False,True,NA,NA,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0
QrsgwJ2YG73Ry3byIcABVw,Starbucks,4701 North Illinois,Fairview Heights,IL,62208,38.57135,-89.98516,2,8,1,"Food, Coffee & Tea",NA,True,True,2,NA,True,NA,False,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0
V3Q7VRauR29j-8pzpSvSlw,Lux Nail Spa,1922 Lebanon Ave,Belleville,IL,62221,38.53759,-89.9584681,2,8,1,"Nail Salons, Beauty & Spas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10:0-20:0,NA,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-17:0
uGGNb9nXX1GpsDrcJfOzyQ,LaDrew Automotive,420 Belt Line Rd,Collinsville,IL,62234,38.6907131,-89.9755349,4,5,1,"Auto Repair, Transmission Repair, Automotive, Wheel & Rim Repair, Auto Customization",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mgkOYdOiZ1j-vM8PWoOtag,Aspen Dental - Alton,"1809 Homer Adams Pkwy, Ste A",Alton,IL,62002,38.917287,-90.163332,1.5,9,1,"Health & Medical, General Dentistry, Oral Surgeons, Dentists, Cosmetic Dentists",False,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8:0-20:0,7:30-17:30,7:30-17:30,9:0-19:0,8:0-13:0,8:0-15:0,NA
6GGoKkBP5MPlR5SD_ZI_9w,Red's Sewer Service,928 N Belt W,Swansea,IL,62226,38.5384178,-89.9941529,5,6,1,"Plumbing, Home Services, Contractors",NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:0-0:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,NA,NA
sdnx0M9nc4aNTrN791tVVg,Burger King,2022 Belt Line Rd,Collinsville,IL,62234,38.6864405,-90.0089258,2,5,0,"Restaurants, Burgers, Fast Food",NA,True,NA,1,NA,True,True,NA,NA,NA,NA,NA,NA,NA,False,NA,NA,True,NA,NA,NA,True,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,7:0-0:0
